0.38213,5
0.38243,5.0087
0.38272,5.0173
0.38302,5.026
0.38332,5.0347
0.3848,5.0782
0.38629,5.1218
0.38777,5.1657
0.38926,5.2097
0.39668,5.4326
0.40411,5.6599
0.41153,5.8918
0.41896,6.1282
0.44671,7.0516
0.47446,8.0388
0.50221,9.0902
0.52996,10.206
0.56384,11.657
0.59772,13.205
0.63161,14.849
0.66549,16.591
0.70836,18.934
0.75123,21.432
0.7941,24.087
0.83697,26.898
0.8875,30.412
0.93803,34.144
0.98856,38.094
1.0391,42.264
1.0862,46.349
1.1334,50.62
1.1805,55.075
1.2277,59.711
1.2866,65.753
1.3455,72.07
1.4044,78.655
1.4633,85.505
1.5019,90.133
1.5405,94.872
1.5791,99.721
1.6177,104.68
1.6563,109.74
1.6948,114.92
1.7334,120.2
1.772,125.59
1.8124,131.34
1.8527,137.2
1.8931,143.18
1.9334,149.27
1.9791,156.3
2.0247,163.47
2.0703,170.79
2.1159,178.25
2.1465,183.33
2.1772,188.49
2.2078,193.7
2.2384,198.98
2.2691,204.31
2.2997,209.72
2.3303,215.18
2.361,220.7
2.3936,226.64
2.4262,232.66
2.4588,238.74
2.4914,244.88
2.5208,250.49
2.5502,256.15
2.5796,261.86
2.609,267.62
2.6385,273.44
2.6679,279.31
2.6973,285.22
2.7267,291.19
2.7517,296.3
2.7767,301.44
2.8017,306.62
2.8266,311.84
2.8551,317.82
2.8836,323.86
2.9121,329.93
2.9405,336.05
2.9638,341.08
2.9871,346.15
3.0104,351.24
3.0336,356.35
3.0569,361.5
3.0802,366.68
3.1034,371.88
3.1267,377.11
3.1503,382.43
3.1738,387.78
3.1974,393.16
3.2209,398.57
3.2482,404.87
3.2755,411.2
3.3027,417.56
3.33,423.96
3.3502,428.73
3.3704,433.52
3.3906,438.32
3.4108,443.14
3.4311,447.98
3.4513,452.84
3.4715,457.71
3.4917,462.6
3.5136,467.91
3.5354,473.24
3.5573,478.59
3.5792,483.95
3.6012,489.37
3.6232,494.8
3.6452,500.24
3.6672,505.7
3.6892,511.18
3.7113,516.67
3.7333,522.17
3.7553,527.68
3.775,532.63
3.7946,537.58
3.8143,542.54
3.834,547.51
3.8562,553.13
3.8783,558.75
3.9005,564.39
3.9227,570.04
3.9425,575.11
3.9624,580.18
3.9822,585.26
4.002,590.36
4.0219,595.46
4.0417,600.57
4.0615,605.68
4.0814,610.81
4.1003,615.71
4.1192,620.61
4.1381,625.52
4.1571,630.43
4.1788,636.09
4.2006,641.76
4.2223,647.43
4.2441,653.1
4.2627,657.98
4.2814,662.85
4.3001,667.73
4.3187,672.61
4.3374,677.49
4.3561,682.38
4.3747,687.27
4.3934,692.16
4.4132,697.36
4.4331,702.57
4.4529,707.78
4.4727,712.99
4.4969,719.34
4.5211,725.7
4.5453,732.06
4.5695,738.42
4.5917,744.24
4.6138,750.07
4.636,755.89
4.6581,761.72
4.6761,766.45
4.6941,771.19
4.7121,775.93
4.7301,780.66
4.7508,786.09
4.7714,791.52
4.792,796.95
4.8127,802.38
4.8318,807.42
4.8509,812.45
4.8701,817.48
4.8892,822.52
4.9083,827.55
4.9275,832.58
4.9466,837.61
4.9657,842.63
4.9852,847.76
5.0047,852.88
5.0242,858
5.0437,863.11
5.0667,869.13
5.0896,875.15
5.1126,881.16
5.1355,887.17
5.1532,891.79
5.1708,896.41
5.1885,901.03
5.2062,905.65
5.2238,910.26
5.2415,914.87
5.2592,919.48
5.2768,924.08
5.2961,929.11
5.3155,934.14
5.3348,939.16
5.3541,944.18
5.3789,950.61
5.4036,957.03
5.4284,963.45
5.4532,969.86
5.4738,975.19
5.4945,980.51
5.5151,985.83
5.5357,991.14
5.5553,996.18
5.5749,1001.2
5.5945,1006.2
5.6141,1011.3
5.6362,1016.9
5.6584,1022.6
5.6805,1028.3
5.7027,1033.9
5.7214,1038.7
5.74,1043.4
5.7587,1048.2
5.7774,1052.9
5.7961,1057.7
5.8148,1062.4
5.8335,1067.1
5.8521,1071.8
5.8711,1076.6
5.8901,1081.4
5.9091,1086.2
5.9281,1091
